22.87985556,120.24535
22.608711,120.312017
22.565833,120.337736
22.6044507,120.30833356
22.63390278,120.28676111
23.753506,120.251825
23.702175,120.19933333
23.757547,120.348742
23.711853,120.544994
24.432133,118.312256
26.15188416,119.93149378
24.38248443,120.75956754
24.56499183,120.82011468
24.69690679,120.89869286
23.971306,121.599769
23.045083,121.161933
22.755358,121.15045
23.17904722,120.24583056
22.98928311,120.21947897
23.048197,120.2175
23.11337642,120.29740529
23.305633,120.31725
25.182722,121.529583
25.06331455,121.51342074
25.05,121.578611
25.020608,121.529556
25.046503,121.507972
24.39017512,120.65525382
24.162197,120.616917
24.151958,120.641092
24.09961111,120.67844444
24.225628,120.568794
23.569031,119.566158
24.953278,121.221667
24.86400048,121.21645772
24.952786,121.203986
25.03556747,121.08283092
25.06100357,121.20251473
24.74091408,121.08895493
24.90009696,121.03886894
24.8056356,120.97236752
24.94902778,121.38352778
25.29681695,121.53656894
25.017,121.516306
25.072611,121.493806
25.1645,121.449239
23.96117,120.56373
23.85493056,120.26964167
23.925175,120.409653
24.131672,120.469061
24.066,120.541519
22.260899,120.651472
22.35222,120.37722
21.958069,120.788928
22.523108,120.561175
22.673081,120.488033
24.632203,121.792928
24.747917,121.746394
25.129167,121.760056
23.46538,120.2478
23.554839,120.345531
23.46477865,120.44125148
23.968842,120.967903
23.756389,120.677306
23.913,120.685306
